A1BG        P04217
UBAP1L      F5GYI3
UBAP2       Q5T6F2
UBAP2L      Q14157
UBASH3A     P57075
UBASH3B     Q8TF42
UBB         P0CG47
UBC         P0CG48
UBD         O15205
UBE2A       P49459
UBE2B       P63146
UBE2C       O00762
UBE2D1      P51668
UBE2D2      P62837
UBE2D3      P61077
UBE2D4      Q9Y2X8
UBE2E1      P51965
UBE2E2      Q96LR5
UBE2E3      Q969T4
UBE2F       Q969M7
UBE2G1      P62253
UBE2G2      P60604
UBE2H       P62256
UBE2I       P63279
UBE2J1      Q9Y385
UBE2J2      Q8N2K1
UBE2K       P61086
UBE2L3      P68036
UBE2L6      O14933
UBE2M       P61081
UBE2N       P61088
UBE2NL      Q5JXB2
UBE2O       Q9C0C9
UBE2Q1      Q7Z7E8
UBE2Q2      Q8WVN8
UBE2Q2L     H0YL09
UBE2QL1     A1L167
UBE2R2      Q712K3
UBE2S       Q16763
UBE2T       Q9NPD8
UBE2U       Q5VVX9
UBE2V1      Q13404
UBE2V2      Q15819
UBE2W       Q96B02
UBE2Z       Q9H832
UBE3A       Q05086
UBE3B       Q7Z3V4
UBE3C       Q15386
UBE3D       Q7Z6J8
UBE4A       Q14139
UBE4B       O95155
UBFD1       O14562
UBIAD1      Q9Y5Z9
UBL3        O95164
UBL4A       P11441
UBL4B       Q8N7F7
UBL5        Q9BZL1
UBL7        Q96S82
UBLCP1      Q8WVY7
UBN1        Q9NPG3
UBN2        Q6ZU65
UBOX5       O94941
UBP1        Q9NZI7
UBQLN1      Q9UMX0
UBQLN2      Q9UHD9
UBQLN3      Q9H347
UBQLN4      Q9NRR5
UBQLNL      Q8IYU4
UBR1        Q8IWV7
UBR2        Q8IWV8
UBR3        Q6ZT12
UBR4        Q5T4S7
UBR5        O95071
UBR7        Q8N806
UBTD1       Q9HAC8
UBTD2       Q8WUN7
UBTF        P17480
UBTFL1      P0CB47
UBXN1       Q04323
UBXN2A      P68543
UBXN2B      Q14CS0
UBXN4       Q92575
UBXN6       Q9BZV1
UBXN7       O94888
UBXN8       O00124
UBXN10      Q96LJ8
UBXN11      Q5T124
UCHL1       P09936
UCHL3       P15374
UCHL5       Q9Y5K5
UCK1        Q9HA47
UCK2        Q9BZX2
UCKL1       Q9NWZ5
UCMA        Q8WVF2
UCN         P55089
UCN2        Q96RP3
UCN3        Q969E3
UCP1        P25874
UCP2        P55851
UCP3        P55916
UEVLD       Q8IX04
UFC1        Q9Y3C8
UFD1        Q92890
UFL1        O94874
UFM1        P61960
UFSP1       Q6NVU6
UFSP2       Q9NUQ7
UGCG        Q16739
UGDH        O60701
UGGT1       Q9NYU2
UGGT2       Q9NYU1
UGP2        Q16851
UGT2A1      Q9Y4X1
UGT2A3      Q6UWM9
UGT2B4      P06133
UGT2B7      P16662
UGT2B10     P36537
UGT2B11     O75310
UGT2B15     P54855
UGT2B17     O75795
UGT2B28     Q9BY64
UGT3A1      Q6NUS8
UGT3A2      Q3SY77
UGT8        Q16880
UHMK1       Q8TAS1
UHRF1       Q96T88
UHRF1BP1    Q6BDS2
UHRF1BP1L   A0JNW5
UHRF2       Q96PU4
UIMC1       Q96RL1
ULBP1       Q9BZM6
ULBP2       Q9BZM5
ULBP3       Q9BZM4
ULK1        O75385
ULK2        Q8IYT8
ULK3        Q6PHR2
ULK4        Q96C45
UMAD1       C9J7I0
UMOD        P07911
UMODL1      Q5DID0
UMPS        P11172
UNC5A       Q6ZN44
UNC5B       Q8IZJ1
UNC5C       O95185
UNC5CL      Q8IV45
UNC5D       Q6UXZ4
UNC13A      Q9UPW8
UNC13B      O14795
UNC13C      Q8NB66
UNC13D      Q70J99
UNC45A      Q9H3U1
UNC45B      Q8IWX7
UNC50       Q53HI1
UNC79       Q9P2D8
UNC80       Q8N2C7
UNC93A      Q86WB7
UNC93B1     Q9H1C4
UNC119      Q13432
UNC119B     A6NIH7
UNCX        A6NJT0
UNG         P13051
UNK         Q9C0B0
UNKL        Q9H9P5
UPB1        Q9UBR1
UPF1        Q92900
UPF2        Q9HAU5
UPF3A       Q9H1J1
UPF3B       Q9BZI7
UPK1A       O00322
UPK1B       O75841
UPK2        O00526
UPK3A       O75631
UPK3B       Q9BT76
UPK3BL1     B0FP48
UPP1        Q16831
UPP2        O95045
UPRT        Q96BW1
UQCC1       Q9NVA1
UQCC2       Q9BRT2
UQCC3       Q6UW78
UQCR10      Q9UDW1
UQCR11      O14957
UQCRB       P14927
UQCRC1      P31930
UQCRC2      P22695
UQCRFS1     P47985
UQCRH       P07919
UQCRHL      A0A096LP55
UQCRQ       O14949
URAD        A6NGE7
URB1        O60287
URB2        Q14146
URGCP       Q8TCY9
URI1        O94763
URM1        Q9BTM9
UROC1       Q96N76
UROD        P06132
UROS        P10746
USB1        Q9BQ65
USE1        Q9NZ43
USF1        P22415
USF2        Q15853
USF3        Q68DE3
USH1C       Q9Y6N9
USH1G       Q495M9
USH2A       O75445
USHBP1      Q8N6Y0
USMG5       Q96IX5
USO1        O60763
USP1        O94782
USP2        O75604
USP3        Q9Y6I4
USP4        Q13107
USP5        P45974
USP6        P35125
USP6NL      Q92738
USP7        Q93009
USP8        P40818
USP9X       Q93008
USP9Y       O00507
USP10       Q14694
USP11       P51784
USP12       O75317
USP13       Q92995
USP14       P54578
USP15       Q9Y4E8
USP16       Q9Y5T5
USP17L1     Q7RTZ2
USP17L2     Q6R6M4
USP17L3     A6NCW0
USP17L4     A6NCW7
USP17L5     A8MUK1
USP17L7     P0C7H9
USP17L8     P0C7I0
USP17L10    C9JJH3
USP17L11    C9JVI0
USP17L12    C9JPN9
USP17L13    C9JLJ4
USP17L15    C9J2P7
USP17L17    D6RBQ6
USP17L18    D6R9N7
USP17L19    D6RCP7
USP17L20    D6RJB6
USP17L21    D6R901
USP17L22    D6RA61
USP17L23    D6RBM5
USP17L24    Q0WX57
USP17L25    Q0WX57
USP17L26    Q0WX57
USP17L27    Q0WX57
USP17L28    Q0WX57
USP17L29    Q0WX57
USP17L30    Q0WX57
USP18       Q9UMW8
USP19       O94966
USP20       Q9Y2K6
USP21       Q9UK80
USP22       Q9UPT9
USP24       Q9UPU5
USP25       Q9UHP3
USP26       Q9BXU7
USP27X      A6NNY8
USP28       Q96RU2
USP29       Q9HBJ7
USP30       Q70CQ3
USP31       Q70CQ4
USP32       Q8NFA0
USP33       Q8TEY7
USP34       Q70CQ2
USP35       Q9P2H5
USP36       Q9P275
USP37       Q86T82
USP38       Q8NB14
USP39       Q53GS9
USP40       Q9NVE5
USP41       Q3LFD5
USP42       Q9H9J4
USP43       Q70EL4
USP44       Q9H0E7
USP45       Q70EL2
USP46       P62068
USP47       Q96K76
USP48       Q86UV5
USP49       Q70CQ1
USP50       Q70EL3
USP51       Q70EK9
USP53       Q70EK8
USP54       Q70EL1
USPL1       Q5W0Q7
UST         Q9Y2C2
UTF1        Q5T230
UTP3        Q9NQZ2
UTP4        Q969X6
UTP6        Q9NYH9
UTP11       Q9Y3A2
UTP14A      Q9BVJ6
UTP14C      Q5TAP6
UTP15       Q8TED0
UTP18       Q9Y5J1
UTP20       O75691
UTP23       Q9BRU9
UTRN        P46939
UTS2        O95399
UTS2B       Q765I0
UTS2R       Q9UKP6
UTY         O14607
UVRAG       Q9P2Y5
UVSSA       Q2YD98
UXS1        Q8NBZ7
UXT         Q9UBK9
VAC14       Q08AM6
VAMP1       P23763
VAMP2       P63027
VAMP3       Q15836
VAMP4       O75379
VAMP5       O95183
VAMP7       P51809
VAMP8       Q9BV40
VANGL1      Q8TAA9
VANGL2      Q9ULK5
VAPA        Q9P0L0
VAPB        O95292
VARS        P26640
VARS2       Q5ST30
VASH1       Q7L8A9
VASH2       Q86V25
VASN        Q6EMK4
VASP        P50552
VAT1        Q99536
VAT1L       Q9HCJ6
VAV1        P15498
VAV2        P52735
VAV3        Q9UKW4
VAX1        Q5SQQ9
VAX2        Q9UIW0
VBP1        P61758
VCAM1       P19320
VCAN        P13611
VCL         P18206
VCP         P55072
VCPIP1      Q96JH7
VCPKMT      Q9H867
VCX         Q9H320
VCX2        Q9H322
VCX3A       Q9NNX9
VCX3B       Q9H321
VCY         O14598
VCY1B       O14598
VDAC1       P21796
VDAC2       P45880
VDAC3       Q9Y277
VDR         P11473
VEGFA       P15692
VEGFB       P49765
VEGFC       P49767
VEGFD       O43915
VENTX       O95231
VEPH1       Q14D04
VEZF1       Q14119
VEZT        Q9HBM0
VGF         O15240
VGLL1       Q99990
VGLL2       Q8N8G2
VGLL3       A8MV65
VGLL4       Q14135
VHL         P40337
VHLL        Q6RSH7
VIL1        P09327
VILL        O15195
VIM         P08670
VIP         P01282
VIPAS39     Q9H9C1
VIPR1       P32241
VIPR2       P41587
VIRMA       Q69YN4
VIT         Q6UXI7
VKORC1      Q9BQB6
VKORC1L1    Q8N0U8
VLDLR       P98155
VMA21       Q3ZAQ7
VMAC        Q2NL98
VMO1        Q7Z5L0
VMP1        Q96GC9
VN1R1       Q9GZP7
VN1R2       Q8NFZ6
VN1R3       Q9BXE9
VN1R4       Q7Z5H5
VN1R5       Q7Z5H4
VNN1        O95497
VNN2        O95498
VNN3        Q9NY84
VOPP1       Q96AW1
VPREB1      P12018
VPREB3      Q9UKI3
VPS4A       Q9UN37
VPS4B       O75351
VPS8        Q8N3P4
VPS9D1      Q9Y2B5
VPS11       Q9H270
VPS13A      Q96RL7
VPS13B      Q7Z7G8
VPS13C      Q709C8
VPS13D      Q5THJ4
VPS16       Q9H269
VPS18       Q9P253
VPS25       Q9BRG1
VPS26A      O75436
VPS26B      Q4G0F5
VPS28       Q9UK41
VPS29       Q9UBQ0
VPS33A      Q96AX1
VPS33B      Q9H267
VPS35       Q96QK1
VPS36       Q86VN1
VPS37A      Q8NEZ2
VPS37B      Q9H9H4
VPS37C      A5D8V6
VPS37D      Q86XT2
VPS39       Q96JC1
VPS41       P49754
VPS45       Q9NRW7
VPS50       Q96JG6
VPS51       Q9UID3
VPS52       Q8N1B4
VPS53       Q5VIR6
VPS54       Q9P1Q0
VPS72       Q15906
VRK1        Q99986
VRK2        Q86Y07
VRK3        Q8IV63
VRTN        Q9H8Y1
VSIG1       Q86XK7
VSIG2       Q96IQ7
VSIG4       Q9Y279
VSIG8       Q5VU13
VSIG10      Q8N0Z9
VSIG10L     Q86VR7
VSIR        Q9H7M9
VSNL1       P62760
VSTM1       Q6UX27
VSTM2A      Q8TAG5
VSTM2B      A6NLU5
VSTM2L      Q96N03
VSTM4       Q8IW00
VSTM5       A8MXK1
VSX1        Q9NZR4
VSX2        P58304
VTA1        Q9NP79
VTCN1       Q7Z7D3
VTI1A       Q96AJ9
VTI1B       Q9UEU0
VTN         P04004
VWA1        Q6PCB0
VWA2        Q5GFL6
VWA3A       A6NCI4
VWA3B       Q502W6
VWA5A       O00534
VWA5B1      Q5TIE3
VWA5B2      Q8N398
VWA7        Q9Y334
VWA8        A3KMH1
VWC2        Q2TAL6
VWC2L       B2RUY7
VWCE        Q96DN2
VWDE        Q8N2E2
VWF         P04275
WAC         Q9BTA9
WAPL        Q7Z5K2
WARS        P23381
WARS2       Q9UGM6
WAS         P42768
WASF1       Q92558
WASF2       Q9Y6W5
WASF3       Q9UPY6
WASHC1      A8K0Z3
WASHC2A     Q641Q2
WASHC2C     Q9Y4E1
WASHC3      Q9Y3C0
WASHC4      Q2M389
WASHC5      Q12768
WASL        O00401
WBP1        Q96G27
WBP1L       Q9NX94
WBP2        Q969T9
WBP2NL      Q6ICG8
WBP4        O75554
WBP11       Q9Y2W2
WDCP        Q9H6R7
WDFY1       Q8IWB7
WDFY2       Q96P53
WDFY3       Q8IZQ1
WDFY4       Q6ZS81
WDHD1       O75717
WDPCP       O95876
WDR1        O75083
WDR3        Q9UNX4
WDR4        P57081
WDR5        P61964
WDR5B       Q86VZ2
WDR6        Q9NNW5
WDR7        Q9Y4E6
WDR11       Q9BZH6
WDR12       Q9GZL7
WDR13       Q9H1Z4
WDR17       Q8IZU2
WDR18       Q9BV38
WDR19       Q8NEZ3
WDR20       Q8TBZ3
WDR24       Q96S15
WDR25       Q64LD2
WDR26       Q9H7D7
WDR27       A2RRH5
WDR31       Q8NA23
WDR33       Q9C0J8
WDR34       Q96EX3
WDR35       Q9P2L0
WDR36       Q8NI36
WDR37       Q9Y2I8
WDR38       Q5JTN6
WDR41       Q9HAD4
WDR43       Q15061
WDR44       Q5JSH3
WDR45       Q9Y484
WDR45B      Q5MNZ6
WDR46       O15213
WDR47       O94967
WDR48       Q8TAF3
WDR49       Q8IV35
WDR53       Q7Z5U6
WDR54       Q9H977
WDR55       Q9H6Y2
WDR59       Q6PJI9
WDR60       Q8WVS4
WDR61       Q9GZS3
WDR62       O43379
WDR63       Q8IWG1
WDR64       B1ANS9
WDR66       Q8TBY9
WDR70       Q9NW82
WDR72       Q3MJ13
WDR73       Q6P4I2
WDR74       Q6RFH5
WDR75       Q8IWA0
WDR76       Q9H967
WDR77       Q9BQA1
WDR78       Q5VTH9
WDR81       Q562E7
WDR82       Q6UXN9
WDR83       Q9BRX9
WDR83OS     Q9Y284
WDR86       Q86TI4
WDR87       Q6ZQQ6
WDR88       Q6ZMY6
WDR89       Q96FK6
WDR90       Q96KV7
WDR91       A4D1P6
WDR92       Q96MX6
WDR93       Q6P2C0
WDR97       A6NE52
WDSUB1      Q8N9V3
WDTC1       Q8N5D0
WDYHV1      Q96HA8
WEE1        P30291
WEE2        P0C1S8
WFDC1       Q9HC57
WFDC2       Q14508
WFDC3       Q8IUB2
WFDC5       Q8TCV5
WFDC6       Q9BQY6
WFDC8       Q8IUA0
WFDC9       Q8NEX5
WFDC10A     Q9H1F0
WFDC10B     Q8IUB3
WFDC11      Q8NEX6
WFDC12      Q8WWY7
WFDC13      Q8IUB5
WFIKKN1     Q96NZ8
WFIKKN2     Q8TEU8
WFS1        O76024
WHAMM       Q8TF30
WHRN        Q9P202
WIF1        Q9Y5W5
WIPF1       O43516
WIPF2       Q8TF74
WIPF3       A6NGB9
WIPI1       Q5MNZ9
WIPI2       Q9Y4P8
WISP1       O95388
WISP2       O76076
WISP3       O95389
WIZ         O95785
WLS         Q5T9L3
WNK1        Q9H4A3
WNK2        Q9Y3S1
WNK3        Q9BYP7
WNK4        Q96J92
WNT1        P04628
WNT2        P09544
WNT2B       Q93097
WNT3        P56703
WNT3A       P56704
WNT4        P56705
WNT5A       P41221
WNT5B       Q9H1J7
WNT6        Q9Y6F9
WNT7A       O00755
WNT7B       P56706
WNT8A       Q9H1J5
WNT8B       Q93098
WNT9A       O14904
WNT9B       O14905
WNT10A      Q9GZT5
WNT10B      O00744
WNT11       O96014
WNT16       Q9UBV4
WRAP53      Q9BUR4
WRAP73      Q9P2S5
WRB         O00258
WRN         Q14191
WRNIP1      Q96S55
WSB1        Q9Y6I7
WSB2        Q9NYS7
WSCD1       Q658N2
WSCD2       Q2TBF2
WT1         P19544
WTAP        Q15007
WTIP        A6NIX2
WWC1        Q8IX03
WWC2        Q6AWC2
WWC3        Q9ULE0
WWOX        Q9NZC7
WWP1        Q9H0M0
WWP2        O00308
WWTR1       Q9GZV5
XAB2        Q9HCS7
XAF1        Q6GPH4
XAGE1A      Q9HD64
XAGE1B      Q9HD64
XAGE1C      Q9HD64
XAGE1D      Q9HD64
XAGE1E      Q9HD64
XAGE2       Q96GT9
XAGE3       Q8WTP9
XAGE5       Q8WWM1
XBP1        P17861
XCL1        P47992
XCL2        Q9UBD3
XCR1        P46094
XDH         P47989
XG          P55808
XIAP        P98170
XIRP1       Q702N8
XIRP2       A4UGR9
XK          P51811
XKR3        Q5GH77
XKR4        Q5GH76
XKR5        Q6UX68
XKR6        Q5GH73
XKR7        Q5GH72
XKR8        Q9H6D3
XKR9        Q5GH70
XKRX        Q6PP77
XPA         P23025
XPC         Q01831
XPNPEP1     Q9NQW7
XPNPEP2     O43895
XPNPEP3     Q9NQH7
XPO1        O14980
XPO4        Q9C0E2
XPO5        Q9HAV4
XPO6        Q96QU8
XPO7        Q9UIA9
XPOT        O43592
XPR1        Q9UBH6
XRCC1       P18887
XRCC2       O43543
XRCC3       O43542
XRCC4       Q13426
XRCC5       P13010
XRCC6       P12956
XRN1        Q8IZH2
XRN2        Q9H0D6
XRRA1       Q6P2D8
XXYLT1      Q8NBI6
XYLB        O75191
XYLT1       Q86Y38
XYLT2       Q9H1B5
YAE1D1      Q9NRH1
YAF2        Q8IY57
YAP1        P46937
YARS        P54577
YARS2       Q9Y2Z4
YBEY        P58557
YBX1        P67809
YBX2        Q9Y2T7
YBX3        P16989
YDJC        A8MPS7
YEATS2      Q9ULM3
YEATS4      O95619
YES1        P07947
YIF1A       O95070
YIF1B       Q5BJH7
YIPF1       Q9Y548
YIPF2       Q9BWQ6
YIPF3       Q9GZM5
YIPF4       Q9BSR8
YIPF5       Q969M3
YIPF6       Q96EC8
YIPF7       Q8N8F6
YJEFN3      A6XGL0
YKT6        O15498
YLPM1       P49750
YME1L1      Q96TA2
YOD1        Q5VVQ6
YPEL1       O60688
YPEL2       Q96QA6
YPEL3       P61236
YPEL4       Q96NS1
YPEL5       P62699
YRDC        Q86U90
YTHDC1      Q96MU7
YTHDC2      Q9H6S0
YTHDF1      Q9BYJ9
YTHDF2      Q9Y5A9
YTHDF3      Q7Z739
YWHAB       P31946
YWHAE       P62258
YWHAG       P61981
YWHAH       Q04917
YWHAQ       P27348
YWHAZ       P63104
YY1         P25490
YY1AP1      Q9H869
YY2         O15391
ZACN        Q401N2
ZADH2       Q8N4Q0
ZAN         Q9Y493
ZAP70       P43403
ZAR1        Q86SH2
ZAR1L       A6NP61
ZBBX        A8MT70
ZBED1       O96006
ZBED2       Q9BTP6
ZBED3       Q96IU2
ZBED4       O75132
ZBED5       Q49AG3
ZBED6       P86452
ZBED6CL     Q96FA7
ZBED8       Q8IZ13
ZBED9       Q6R2W3
ZBP1        Q9H171
ZBTB1       Q9Y2K1
ZBTB2       Q8N680
ZBTB3       Q9H5J0
ZBTB4       Q9P1Z0
ZBTB5       O15062
ZBTB6       Q15916
ZBTB7A      O95365
ZBTB7B      O15156
ZBTB7C      A1YPR0
ZBTB8A      Q96BR9
ZBTB8B      Q8NAP8
ZBTB8OS     Q8IWT0
ZBTB9       Q96C00
ZBTB10      Q96DT7
ZBTB11      O95625
ZBTB12      Q9Y330
ZBTB14      O43829
ZBTB16      Q05516
ZBTB17      Q13105
ZBTB18      Q99592
ZBTB20      Q9HC78
ZBTB21      Q9ULJ3
ZBTB22      O15209
ZBTB24      O43167
ZBTB25      P24278
ZBTB26      Q9HCK0
ZBTB32      Q9Y2Y4
ZBTB33      Q86T24
ZBTB34      Q8NCN2
ZBTB37      Q5TC79
ZBTB38      Q8NAP3
ZBTB39      O15060
ZBTB40      Q9NUA8
ZBTB41      Q5SVQ8
ZBTB42      B2RXF5
ZBTB43      O43298
ZBTB44      Q8NCP5
ZBTB45      Q96K62
ZBTB46      Q86UZ6
ZBTB47      Q9UFB7
ZBTB48      P10074
ZBTB49      Q6ZSB9
ZC2HC1A     Q96GY0
ZC2HC1B     Q5TFG8
ZC2HC1C     Q53FD0
ZC3H3       Q8IXZ2
ZC3H4       Q9UPT8
ZC3H6       P61129
ZC3H7A      Q8IWR0
ZC3H7B      Q9UGR2
ZC3H8       Q8N5P1
ZC3H10      Q96K80
ZC3H11A     O75152
ZC3H12A     Q5D1E8
ZC3H12B     Q5HYM0
ZC3H12C     Q9C0D7
ZC3H12D     A2A288
ZC3H13      Q5T200
ZC3H14      Q6PJT7
ZC3H15      Q8WU90
ZC3H18      Q86VM9
ZC3HAV1     Q7Z2W4
ZC3HAV1L    Q96H79
ZC3HC1      Q86WB0
ZC4H2       Q9NQZ6
ZCCHC2      Q9C0B9
ZCCHC3      Q9NUD5
ZCCHC4      Q9H5U6
ZCCHC6      Q5VYS8
ZCCHC7      Q8N3Z6
ZCCHC8      Q6NZY4
ZCCHC9      Q8N567
ZCCHC10     Q8TBK6
ZCCHC11     Q5TAX3
ZCCHC12     Q6PEW1
ZCCHC13     Q8WW36
ZCCHC14     Q8WYQ9
ZCCHC17     Q9NP64
ZCCHC18     P0CG32
ZCCHC24     Q8N2G6
ZCRB1       Q8TBF4
ZCWPW1      Q9H0M4
ZCWPW2      Q504Y3
ZDBF2       Q9HCK1
ZDHHC1      Q8WTX9
ZDHHC2      Q9UIJ5
ZDHHC3      Q9NYG2
ZDHHC4      Q9NPG8
ZDHHC5      Q9C0B5
ZDHHC6      Q9H6R6
ZDHHC7      Q9NXF8
ZDHHC8      Q9ULC8
ZDHHC9      Q9Y397
ZDHHC11     Q9H8X9
ZDHHC11B    P0C7U3
ZDHHC12     Q96GR4
ZDHHC13     Q8IUH4
ZDHHC14     Q8IZN3
ZDHHC15     Q96MV8
ZDHHC16     Q969W1
ZDHHC17     Q8IUH5
ZDHHC18     Q9NUE0
ZDHHC19     Q8WVZ1
ZDHHC20     Q5W0Z9
ZDHHC21     Q8IVQ6
ZDHHC22     Q8N966
ZDHHC23     Q8IYP9
ZDHHC24     Q6UX98
ZEB1        P37275
ZEB2        O60315
ZER1        Q7Z7L7
ZFAND1      Q8TCF1
ZFAND2A     Q8N6M9
ZFAND2B     Q8WV99
ZFAND3      Q9H8U3
ZFAND4      Q86XD8
ZFAND5      O76080
ZFAND6      Q6FIF0
ZFAT        Q9P243
ZFC3H1      O60293
ZFHX2       Q9C0A1
ZFHX3       Q15911
ZFHX4       Q86UP3
ZFP1        Q6P2D0
ZFP2        Q6ZN57
ZFP3        Q96NJ6
ZFP14       Q9HCL3
ZFP28       Q8NHY6
ZFP30       Q9Y2G7
ZFP36       P26651
ZFP36L1     Q07352
ZFP36L2     P47974
ZFP37       Q9Y6Q3
ZFP41       Q8N8Y5
ZFP42       Q96MM3
ZFP57       Q9NU63
ZFP62       Q8NB50
ZFP69       Q49AA0
ZFP69B      Q9UJL9
ZFP82       Q8N141
ZFP90       Q8TF47
ZFP91       Q96JP5
ZFP92       A6NM28
ZFPL1       O95159
ZFPM1       Q8IX07
ZFPM2       Q8WW38
ZFR         Q96KR1
ZFR2        Q9UPR6
ZFX         P17010
ZFY         P08048
ZFYVE1      Q9HBF4
ZFYVE9      O95405
ZFYVE16     Q7Z3T8
ZFYVE19     Q96K21
ZFYVE21     Q9BQ24
ZFYVE26     Q68DK2
ZFYVE27     Q5T4F4
ZFYVE28     Q9HCC9
ZG16        O60844
ZG16B       Q96DA0
ZGLP1       P0C6A0
ZGPAT       Q8N5A5
ZGRF1       Q86YA3
ZHX1        Q9UKY1
ZHX2        Q9Y6X8
ZHX3        Q9H4I2
ZIC1        Q15915
ZIC2        O95409
ZIC3        O60481
ZIC4        Q8N9L1
ZIC5        Q96T25
ZIK1        Q3SY52
ZIM2        Q9NZV7
ZIM3        Q96PE6
ZKSCAN1     P17029
ZKSCAN2     Q63HK3
ZKSCAN3     Q9BRR0
ZKSCAN4     Q969J2
ZKSCAN5     Q9Y2L8
ZKSCAN7     Q9P0L1
ZKSCAN8     Q15776
ZMAT1       Q5H9K5
ZMAT2       Q96NC0
ZMAT3       Q9HA38
ZMAT4       Q9H898
ZMAT5       Q9UDW3
ZMIZ1       Q9ULJ6
ZMIZ2       Q8NF64
ZMPSTE24    O75844
ZMYM1       Q5SVZ6
ZMYM2       Q9UBW7
ZMYM3       Q14202
ZMYM4       Q5VZL5
ZMYM5       Q9UJ78
ZMYM6       O95789
ZMYND8      Q9ULU4
ZMYND10     O75800
ZMYND11     Q15326
ZMYND12     Q9H0C1
ZMYND15     Q9H091
ZMYND19     Q96E35
ZNF2        Q9BSG1
ZNF3        P17036
ZNF7        P17097
ZNF8        P17098
ZNF10       P21506
ZNF12       P17014
ZNF14       P17017
ZNF16       P17020
ZNF17       P17021
ZNF18       P17022
ZNF19       P17023
ZNF20       P17024
ZNF22       P17026
ZNF23       P17027
ZNF24       P17028
ZNF25       P17030
ZNF26       P17031
ZNF28       P17035
ZNF30       P17039
ZNF32       P17041
ZNF33A      Q06730
ZNF33B      Q06732
ZNF34       Q8IZ26
ZNF35       P13682
ZNF37A      P17032
ZNF41       P51814
ZNF43       P17038
ZNF44       P15621
ZNF45       Q02386
ZNF48       Q96MX3
ZNF57       Q68EA5
ZNF69       Q9UC07
ZNF70       Q9UC06
ZNF71       Q9NQZ8
ZNF74       Q16587
ZNF75A      Q96N20
ZNF75D      P51815
ZNF76       P36508
ZNF77       Q15935
ZNF79       Q15937
ZNF80       P51504
ZNF81       P51508
ZNF83       P51522
ZNF84       P51523
ZNF85       Q03923
ZNF90       Q03938
ZNF91       Q05481
ZNF92       Q03936
ZNF93       P35789
ZNF98       A6NK75
ZNF99       A8MXY4
ZNF100      Q8IYN0
ZNF101      Q8IZC7
ZNF106      Q9H2Y7
ZNF107      Q9UII5
ZNF112      Q9UJU3
ZNF114      Q8NC26
ZNF117      Q03924
ZNF121      P58317
ZNF124      Q15973
ZNF131      P52739
ZNF132      P52740
ZNF133      P52736
ZNF134      P52741
ZNF135      P52742
ZNF136      P52737
ZNF138      P52744
ZNF140      P52738
ZNF141      Q15928
ZNF142      P52746
ZNF143      P52747
ZNF146      Q15072
ZNF148      Q9UQR1
ZNF154      Q13106
ZNF155      Q12901
ZNF157      P51786
ZNF160      Q9HCG1
ZNF165      P49910
ZNF169      Q14929
ZNF174      Q15697
ZNF175      Q9Y473
ZNF177      Q13360
ZNF180      Q9UJW8
ZNF181      Q2M3W8
ZNF182      P17025
ZNF184      Q99676
ZNF185      O15231
ZNF189      O75820
ZNF195      O14628
ZNF197      O14709
ZNF200      P98182
ZNF202      O95125
ZNF205      O95201
ZNF207      O43670
ZNF208      O43345
ZNF211      Q13398
ZNF212      Q9UDV6
ZNF213      O14771
ZNF214      Q9UL59
ZNF215      Q9UL58
ZNF217      O75362
ZNF219      Q9P2Y4
ZNF221      Q9UK13
ZNF222      Q9UK12
ZNF223      Q9UK11
ZNF224      Q9NZL3
ZNF225      Q9UK10
ZNF226      Q9NYT6
ZNF227      Q86WZ6
ZNF229      Q9UJW7
ZNF230      Q9UIE0
ZNF232      Q9UNY5
ZNF233      A6NK53
ZNF234      Q14588
ZNF235      Q14590
ZNF236      Q9UL36
ZNF239      Q16600
ZNF248      Q8NDW4
ZNF250      P15622
ZNF251      Q9BRH9
ZNF253      O75346
ZNF254      O75437
ZNF256      Q9Y2P7
ZNF257      Q9Y2Q1
ZNF260      Q3ZCT1
ZNF263      O14978
ZNF264      O43296
ZNF266      Q14584
ZNF267      Q14586
ZNF268      Q14587
ZNF273      Q14593
ZNF274      Q96GC6
ZNF275      Q9NSD4
ZNF276      Q8N554
ZNF277      Q9NRM2
ZNF280A     P59817
ZNF280B     Q86YH2
ZNF280C     Q8ND82
ZNF280D     Q6N043
ZNF281      Q9Y2X9
ZNF282      Q9UDV7
ZNF283      Q8N7M2
ZNF284      Q2VY69
ZNF285      Q96NJ3
ZNF286A     Q9HBT8
ZNF286B     P0CG31
ZNF287      Q9HBT7
ZNF292      O60281
ZNF296      Q8WUU4
ZNF300      Q96RE9
ZNF302      Q9NR11
ZNF304      Q9HCX3
ZNF311      Q5JNZ3
ZNF316      A6NFI3
ZNF317      Q96PQ6
ZNF318      Q5VUA4
ZNF319      Q9P2F9
ZNF320      A2RRD8
ZNF322      Q6U7Q0
ZNF324      O75467
ZNF324B     Q6AW86
ZNF326      Q5BKZ1
ZNF329      Q86UD4
ZNF330      Q9Y3S2
ZNF331      Q9NQX6
ZNF333      Q96JL9
ZNF334      Q9HCZ1
ZNF335      Q9H4Z2
ZNF337      Q9Y3M9
ZNF341      Q9BYN7
ZNF343      Q6P1L6
ZNF345      Q14585
ZNF346      Q9UL40
ZNF347      Q96SE7
ZNF350      Q9GZX5
ZNF354A     O60765
ZNF354B     Q96LW1
ZNF354C     Q86Y25
